age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,fnlwgt_winsorized
33.0,2,165235,9,12,4,7,1,1,0,7298.0,1872.1785046728971,35,35,0,165235
34.0,2,153326,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,153326
33.0,2,106976,11,8,0,7,4,4,0,7298.0,1872.1785046728971,40,37,0,106976
57.0,2,109015,15,9,0,11,1,4,0,7298.0,1872.1785046728971,48,37,0,109015
59.0,2,154100,12,13,4,11,1,4,0,27828.0,1872.1785046728971,45,37,1,154100
36.0,2,183739,11,8,2,2,3,4,0,7298.0,2002.0,40,37,0,183739
60.0,2,367695,7,11,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,367695
33.0,1,156015,8,10,2,12,0,4,1,7298.0,1872.1785046728971,40,37,0,156015
41.0,2,185132,9,12,4,9,1,4,0,7298.0,1872.1785046728971,45,37,0,185132
20.0,4,188274,15,9,4,9,3,4,1,7298.0,1872.1785046728971,10,37,0,188274
28.0,1,50512,9,12,4,9,1,4,0,2202.0,1872.1785046728971,50,37,0,50512
24.0,5,147719,12,13,4,9,1,1,1,7298.0,1872.1785046728971,20,17,0,147719
31.0,2,414525,2,7,4,4,1,2,1,7298.0,1872.1785046728971,60,37,0,414525
38.0,2,289148,11,8,3,2,4,4,0,7298.0,1872.1785046728971,40,37,0,289148
40.0,2,176069,9,12,0,9,1,4,0,7298.0,1872.1785046728971,45,37,0,176069
55.0,5,199713,9,12,2,9,0,4,1,7298.0,1872.1785046728971,15,37,0,199713
49.0,2,297884,11,8,2,6,0,4,1,4064.0,1872.1785046728971,50,37,0,297884
33.0,2,204829,11,8,0,13,1,4,1,7298.0,1872.1785046728971,45,37,0,204829
24.0,1,32950,9,12,4,9,1,4,1,7298.0,1872.1785046728971,35,37,0,32950
46.0,2,233511,9,12,0,2,1,4,1,7298.0,1872.1785046728971,48,37,0,233511
20.0,2,210781,15,9,4,0,3,4,0,7298.0,1872.1785046728971,20,37,0,210781
50.0,2,190762,4,2,2,5,0,4,1,7298.0,1872.1785046728971,40,24,0,190762
22.0,2,83315,11,8,4,0,4,4,1,7298.0,1872.1785046728971,40,37,0,83315
32.0,3,343872,15,9,2,13,0,2,1,7298.0,1872.1785046728971,35,13,0,343872
46.0,2,185385,11,8,2,11,0,4,1,7298.0,1872.1785046728971,65,37,1,185385
39.0,2,80324,15,9,2,3,0,4,1,7298.0,1977.0,62,37,1,80324
26.0,2,357933,15,9,4,0,3,4,0,7298.0,1872.1785046728971,15,37,0,357933
20.0,2,211293,15,9,4,11,3,2,0,7298.0,1872.1785046728971,14,37,0,211293
37.0,3,199265,15,9,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,199265
40.0,2,202872,15,9,0,0,4,4,0,7298.0,1872.1785046728971,24,37,0,202872
22.0,2,195075,15,9,4,7,3,4,0,7298.0,1872.1785046728971,38,37,0,195075
32.0,2,317378,9,12,4,3,3,4,0,10520.0,1872.1785046728971,40,37,1,317378
41.0,2,187802,15,9,0,12,1,4,1,7298.0,1872.1785046728971,50,37,0,187802
24.0,2,97212,7,11,2,0,5,4,0,7298.0,1872.1785046728971,40,37,0,97212
40.0,2,47902,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,47902
37.0,5,76767,14,14,2,9,5,4,0,7298.0,1872.1785046728971,39,37,1,76767
42.0,2,172297,12,13,2,0,0,4,1,7298.0,1902.0,40,37,1,172297
56.0,2,274475,6,4,6,11,4,4,0,7298.0,1872.1785046728971,40,37,0,274475
20.0,2,105244,15,9,4,5,1,4,1,7298.0,1872.1785046728971,50,37,0,105244
55.0,1,165695,11,8,0,0,4,4,1,7298.0,1872.1785046728971,40,37,0,165695
29.0,2,253801,11,8,4,2,2,4,1,7298.0,1872.1785046728971,40,37,0,253801
37.0,2,305597,11,8,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,305597
61.0,4,352448,9,12,2,13,0,4,1,7298.0,1872.1785046728971,60,37,0,352448
26.0,2,242768,9,12,4,9,1,4,1,7298.0,1872.1785046728971,38,37,0,242768
49.0,3,201080,15,9,0,2,1,4,1,7298.0,1872.1785046728971,55,37,0,201080
18.0,1,159032,5,3,4,4,3,4,1,7298.0,1872.1785046728971,40,37,0,159032
30.0,2,149568,6,4,4,4,2,2,1,7298.0,1872.1785046728971,40,37,0,149568
24.0,5,155775,11,8,2,12,0,4,1,7298.0,1872.1785046728971,40,37,0,155775
37.0,2,120074,11,8,4,13,1,4,1,7298.0,1872.1785046728971,40,37,0,120074
37.0,1,257588,11,8,0,0,4,4,0,7298.0,1872.1785046728971,40,37,0,257588
36.0,2,177907,15,9,2,6,0,4,1,7298.0,1872.1785046728971,65,37,0,177907
40.0,2,309311,11,8,2,4,0,4,1,7298.0,1872.1785046728971,40,37,0,309311
44.0,4,138975,11,8,2,2,0,4,1,7298.0,1872.1785046728971,55,37,0,138975
43.0,4,187778,11,8,2,2,0,4,1,7298.0,1872.1785046728971,20,37,0,187778
19.0,2,35865,15,9,4,5,1,4,0,7298.0,1872.1785046728971,35,37,0,35865
39.0,2,144688,11,8,2,0,5,2,0,7298.0,1872.1785046728971,50,37,0,144688
43.0,2,248094,11,8,0,2,4,4,1,7298.0,1872.1785046728971,40,37,0,248094
43.0,2,248094,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,248094
40.0,2,213821,12,13,4,9,1,4,1,7298.0,1872.1785046728971,40,37,1,213821
31.0,5,55849,15,9,4,2,1,4,1,7298.0,1872.1785046728971,40,37,0,55849
25.0,2,121712,9,12,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,121712
30.0,0,164552,9,12,4,9,1,4,1,7298.0,1876.0,40,37,0,164552
55.0,2,223127,6,4,2,4,0,4,1,7298.0,1872.1785046728971,40,37,0,223127
55.0,2,190514,5,3,2,0,0,4,1,7298.0,1872.1785046728971,75,37,0,190514
29.0,2,203797,15,9,2,3,0,2,1,7298.0,1872.1785046728971,40,37,0,203797
28.0,2,378460,9,12,4,0,1,4,1,10520.0,1872.1785046728971,60,37,1,378460
30.0,2,105908,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,105908
33.0,2,232356,11,8,2,11,0,4,1,7298.0,1672.0,55,37,0,232356
23.0,2,210526,11,8,4,0,3,4,1,7298.0,1872.1785046728971,40,37,0,210526
71.0,2,193530,1,6,4,8,1,4,0,7298.0,1872.1785046728971,75,37,0,193530
21.0,2,43535,15,9,4,11,1,4,0,7298.0,1872.1785046728971,40,37,0,43535
49.0,2,183013,11,8,2,4,0,4,1,7298.0,1872.1785046728971,40,37,0,183013
31.0,2,113364,7,11,2,6,0,4,1,7298.0,1872.1785046728971,20,37,0,113364
27.0,2,197380,7,11,4,9,1,4,1,7298.0,1872.1785046728971,40,37,0,197380
27.0,2,298635,12,13,2,9,0,1,1,7298.0,1872.1785046728971,40,15,1,298635
26.0,2,213385,15,9,4,7,1,4,1,7298.0,1872.1785046728971,20,37,0,213385
17.0,2,31007,0,5,4,7,3,4,0,7298.0,1872.1785046728971,30,37,0,32372
26.0,2,35917,15,9,4,13,1,4,1,7298.0,1872.1785046728971,50,37,0,35917
45.0,2,99385,11,8,0,0,1,4,0,7298.0,1872.1785046728971,40,1,0,99385
50.0,2,48358,11,8,2,2,0,4,1,7688.0,1872.1785046728971,40,37,1,48358
31.0,2,241885,11,8,4,4,4,4,1,7298.0,1872.1785046728971,45,37,0,241885
51.0,2,24344,7,11,4,0,1,4,0,7298.0,1872.1785046728971,40,37,0,32372
56.0,2,149686,6,4,6,6,4,4,0,7298.0,1872.1785046728971,40,37,0,149686
24.0,5,154432,9,12,4,6,1,4,1,7298.0,1872.1785046728971,35,37,0,154432
29.0,2,331875,2,7,4,5,1,4,1,7298.0,1872.1785046728971,40,5,0,331875
26.0,2,259585,15,9,4,11,1,4,1,7298.0,1872.1785046728971,24,37,0,259585
51.0,2,104748,15,9,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,104748
32.0,1,144949,11,8,2,10,0,4,1,7298.0,1872.1785046728971,40,37,0,144949
47.0,5,199512,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,199512
30.0,2,302438,11,8,4,6,1,4,1,7298.0,1872.1785046728971,40,37,0,302438
49.0,0,115784,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,115784
40.0,2,96509,15,9,2,9,0,0,1,7298.0,1872.1785046728971,40,37,1,96509
62.0,2,226733,11,8,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,226733
43.0,3,244945,9,12,2,9,0,4,1,7298.0,1872.1785046728971,60,37,0,244945
38.13952812904956,2,243768,4,2,4,5,1,4,1,7298.0,1872.1785046728971,20,37,0,243768
35.0,2,186934,9,12,2,11,0,4,1,7298.0,1872.1785046728971,50,37,1,186934
27.0,2,89813,11,8,4,5,3,4,0,7298.0,1872.1785046728971,40,37,0,89813
54.0,3,129432,9,12,2,3,0,4,1,15024.0,1872.1785046728971,40,37,1,129432
55.0,4,184702,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,184702
21.0,2,275291,15,9,4,11,3,4,1,7298.0,1872.1785046728971,12,37,0,275291
20.0,2,258298,15,9,4,5,3,4,1,7298.0,1872.1785046728971,20,37,0,258298
39.0,2,139743,11,8,5,0,1,4,0,7298.0,1872.1785046728971,20,37,0,139743
26.0,2,102476,9,12,4,9,3,4,1,10520.0,1872.1785046728971,64,37,1,102476
20.0,2,103840,11,8,4,6,3,4,0,7298.0,1872.1785046728971,42,37,0,103840
28.0,2,274579,11,8,2,13,0,4,1,7298.0,1872.1785046728971,60,37,0,274579
56.0,0,156842,15,9,5,7,1,2,1,7298.0,1872.1785046728971,40,37,0,156842
39.0,2,101020,2,7,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,101020
44.0,0,68729,9,12,2,3,0,1,1,7298.0,1872.1785046728971,40,37,1,68729
55.0,2,141326,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,141326
54.0,4,168723,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,168723
30.0,2,347166,9,12,4,9,1,4,1,13550.0,1872.1785046728971,45,37,1,347166
34.0,1,213722,11,8,2,10,0,4,1,7298.0,1872.1785046728971,57,37,1,213722
42.0,2,196797,11,8,4,13,4,2,0,7298.0,1872.1785046728971,38,37,0,196797
50.0,3,207246,15,9,5,3,4,4,0,7298.0,1872.1785046728971,75,37,0,207246
34.0,0,199934,15,9,2,0,0,2,1,7298.0,1872.1785046728971,40,37,1,199934
23.0,2,272185,8,10,4,2,3,4,1,7298.0,1872.1785046728971,33,37,0,272185
47.0,2,266281,1,6,4,6,4,2,0,6849.0,1872.1785046728971,40,37,0,266281
57.0,2,96779,4,2,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,96779
33.0,2,188352,12,13,4,9,1,2,1,7298.0,1872.1785046728971,50,37,0,188352
37.0,2,359131,11,8,0,2,4,4,0,7298.0,1872.1785046728971,48,37,0,359131
53.0,2,198824,9,12,4,3,4,4,0,7298.0,1872.1785046728971,40,37,0,198824
27.0,5,68393,9,12,4,0,1,4,0,7298.0,1872.1785046728971,40,37,0,68393
47.0,2,115613,11,8,2,2,0,4,1,7298.0,1872.1785046728971,50,37,1,115613
42.0,2,45363,7,11,2,9,0,4,1,7298.0,1872.1785046728971,50,37,0,45363
39.0,2,121590,15,9,4,9,1,2,1,4787.0,1872.1785046728971,40,37,1,121590
58.0,1,292379,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,292379
20.0,2,482732,11,8,4,0,2,4,1,7298.0,1872.1785046728971,24,37,0,430710
19.0,2,198663,11,8,4,6,2,4,1,7298.0,1872.1785046728971,40,37,0,198663
39.0,2,230329,11,8,2,2,0,4,1,7298.0,1872.1785046728971,35,37,0,230329
51.0,2,29887,11,8,0,3,1,4,1,7298.0,1872.1785046728971,44,37,0,32372
52.0,2,194259,11,8,0,11,1,4,0,7298.0,1872.1785046728971,40,10,0,194259
53.0,2,126368,15,9,4,0,1,4,0,7298.0,1872.1785046728971,50,37,1,126368
50.0,2,108446,15,9,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,108446
36.0,2,220696,11,8,0,6,1,4,1,7298.0,1872.1785046728971,40,37,0,220696
30.0,2,32008,9,12,4,12,1,4,0,7298.0,1872.1785046728971,72,37,0,32372
50.0,2,185846,11,8,2,11,0,4,1,7298.0,1872.1785046728971,55,37,1,185846
38.13952812904956,2,127016,5,3,6,8,1,4,0,7298.0,1872.1785046728971,40,37,0,127016
24.0,2,157894,15,9,4,5,3,2,1,7298.0,1872.1785046728971,40,37,0,157894
26.0,2,345405,11,8,2,11,0,4,1,2885.0,1872.1785046728971,40,37,0,345405
56.0,4,94156,14,14,2,9,0,4,1,7298.0,1977.0,50,37,1,94156
50.0,2,145409,9,12,2,9,0,4,1,15024.0,1872.1785046728971,40,37,1,145409
22.0,2,190968,15,9,2,2,0,4,1,2407.0,1872.1785046728971,40,37,0,190968
23.0,1,212803,9,12,4,9,1,4,0,7298.0,1872.1785046728971,35,37,0,212803
51.0,2,168660,11,8,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,168660
58.0,2,234481,0,5,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,234481
38.0,2,131461,6,4,2,7,5,2,0,7298.0,1872.1785046728971,24,13,0,131461
45.0,2,408773,15,9,2,6,0,4,1,7298.0,1872.1785046728971,40,37,1,408773
55.0,4,126117,11,8,6,11,1,4,1,7298.0,1872.1785046728971,40,37,0,126117
45.0,2,155489,15,9,2,11,0,4,1,7298.0,1872.1785046728971,60,37,1,155489
42.0,2,296749,15,9,0,6,1,4,1,7298.0,1872.1785046728971,45,37,0,296749
44.0,5,185832,9,12,2,0,0,4,1,7298.0,1872.1785046728971,46,37,1,185832
60.0,2,43235,9,12,2,9,0,4,1,7298.0,1872.1785046728971,50,37,1,43235
27.0,2,213152,15,9,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,213152
25.0,1,334267,15,9,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,334267
43.0,2,64631,11,8,2,3,0,4,1,15024.0,1872.1785046728971,50,37,1,64631
63.0,2,71800,5,3,6,7,1,4,0,7298.0,1872.1785046728971,41,37,0,71800
46.0,1,170092,12,13,4,9,1,4,0,7298.0,1872.1785046728971,43,37,0,170092
47.0,2,198223,15,9,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,198223
37.0,2,359796,15,9,0,11,1,2,1,7298.0,1872.1785046728971,40,37,0,359796
43.0,2,110556,11,8,5,3,4,2,0,7298.0,1872.1785046728971,40,37,0,110556
46.0,2,196858,12,13,2,9,0,4,1,7298.0,1872.1785046728971,35,37,1,196858
61.0,4,224784,7,11,3,3,1,4,0,7298.0,1872.1785046728971,90,37,0,224784
53.0,0,271544,11,8,2,0,0,2,1,7298.0,1977.0,40,37,1,271544
44.0,2,221172,11,8,4,2,1,4,1,7298.0,1872.1785046728971,30,37,0,221172
54.0,2,256916,11,8,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,256916
22.0,2,157332,15,9,4,9,3,4,0,7298.0,1872.1785046728971,40,37,0,157332
47.0,0,192894,11,8,2,13,0,2,1,7298.0,1872.1785046728971,50,37,1,192894
18.0,2,240183,11,8,4,7,3,4,0,7298.0,1872.1785046728971,20,37,0,240183
25.0,2,204338,0,5,2,2,0,4,1,7298.0,1872.1785046728971,40,24,0,204338
24.0,2,122166,15,9,4,0,3,4,0,7298.0,1872.1785046728971,40,18,0,122166
37.0,1,397877,9,12,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,397877
35.0,4,170174,11,8,2,2,0,4,1,7298.0,1872.1785046728971,60,37,1,170174
59.0,2,171015,15,9,4,0,3,4,0,7298.0,1872.1785046728971,34,37,0,171015
46.0,2,91262,15,9,3,2,1,1,1,7298.0,1872.1785046728971,40,28,0,91262
45.0,1,127678,8,10,2,10,0,4,1,7298.0,1872.1785046728971,60,37,1,127678
19.0,2,263338,11,8,4,7,3,4,1,7298.0,1872.1785046728971,15,37,0,263338
22.0,2,129508,11,8,4,0,3,4,0,7298.0,1872.1785046728971,28,37,0,129508
41.0,2,192107,9,12,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,192107
33.0,4,93930,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,93930
26.0,0,207537,11,8,4,0,1,2,0,7298.0,1872.1785046728971,40,37,0,207537
22.0,2,138542,15,9,2,5,0,4,1,7298.0,1872.1785046728971,35,37,0,138542
29.0,4,116207,11,8,2,9,0,4,1,7298.0,1872.1785046728971,65,37,1,116207
22.0,2,198244,11,8,4,0,1,4,0,7298.0,1872.1785046728971,39,37,0,198244
34.0,2,90614,7,11,2,12,0,4,1,7298.0,2042.0,10,37,0,90614
23.0,2,211160,2,7,2,5,3,4,1,7298.0,1872.1785046728971,40,37,0,211160
20.0,2,194630,11,8,2,0,0,4,1,3781.0,1872.1785046728971,50,37,0,194630
25.0,2,161478,9,12,4,9,1,1,0,7298.0,1872.1785046728971,40,37,0,161478
59.0,2,144071,11,8,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,144071
44.0,2,167005,15,9,2,2,0,4,1,4386.0,1872.1785046728971,55,37,0,167005
55.0,2,342121,15,9,2,12,0,4,1,7298.0,1872.1785046728971,40,37,0,342121
38.13952812904956,4,71676,15,9,6,0,1,4,0,7298.0,1944.0,1,37,0,71676
42.0,2,124692,12,13,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,124692
47.0,2,147236,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,147236
42.0,2,145175,15,9,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,145175
45.0,2,259323,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,259323
23.0,2,154978,11,8,2,7,0,4,1,7298.0,1872.1785046728971,40,12,0,154978
23.0,2,127768,15,9,4,2,1,4,1,7298.0,1872.1785046728971,40,37,0,127768
52.0,2,98588,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,98588
49.0,2,192894,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,192894
20.0,2,194848,15,9,4,2,3,4,1,7298.0,1872.1785046728971,40,37,0,194848
20.0,2,34446,11,8,4,7,1,4,0,7298.0,1872.1785046728971,20,37,0,34446
23.0,1,177265,11,8,4,7,3,4,0,7298.0,1872.1785046728971,45,37,0,177265
30.0,2,142977,15,9,0,2,1,4,1,7298.0,1872.1785046728971,65,37,0,142977
45.0,2,241350,11,8,2,5,0,4,1,7298.0,1872.1785046728971,48,37,1,241350
30.0,2,154882,14,14,6,7,1,4,1,7298.0,1872.1785046728971,35,37,0,154882
17.0,2,60562,6,4,4,7,3,4,0,7298.0,1872.1785046728971,20,37,0,60562
22.0,2,142566,11,8,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,142566
25.0,2,176162,9,12,4,5,3,4,1,7298.0,1872.1785046728971,40,37,0,176162
52.0,2,186303,15,9,2,3,0,4,1,15024.0,1872.1785046728971,55,1,1,186303
40.0,2,237671,15,9,2,12,5,4,0,7298.0,1872.1785046728971,40,37,1,237671
58.0,2,68624,11,8,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,68624
30.0,2,229504,11,8,2,2,0,4,1,7298.0,1872.1785046728971,50,37,0,229504
59.0,2,340591,0,5,2,5,0,4,1,3942.0,1872.1785046728971,40,37,0,340591
29.0,2,262208,15,9,4,7,1,2,0,7298.0,1872.1785046728971,30,21,0,262208
26.0,2,236008,8,10,0,9,4,4,0,7298.0,1872.1785046728971,40,37,0,236008
39.0,1,214284,9,12,6,9,4,1,0,7298.0,1872.1785046728971,10,22,0,214284
33.0,2,169496,9,12,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,169496
22.0,2,195179,15,9,4,11,3,4,1,7298.0,1872.1785046728971,24,37,0,195179
25.0,2,469697,15,9,2,2,3,4,1,7298.0,1872.1785046728971,40,37,0,430710
44.0,2,214415,15,9,5,9,4,2,0,7298.0,1872.1785046728971,40,37,0,214415
35.0,2,452283,11,8,0,11,3,4,0,7298.0,1872.1785046728971,40,37,0,430710
40.0,2,244172,11,8,2,5,0,4,1,7298.0,1872.1785046728971,40,37,0,244172
19.0,2,231972,1,6,4,0,3,4,0,7298.0,1872.1785046728971,20,37,0,231972
37.0,2,412296,11,8,2,2,0,4,1,7298.0,1872.1785046728971,35,24,1,412296
32.0,2,30497,8,10,2,12,0,4,1,7298.0,1872.1785046728971,40,37,0,32372
52.0,4,189216,11,8,0,13,1,4,1,7298.0,1872.1785046728971,65,37,0,189216
36.0,2,268292,11,8,2,2,0,4,1,7298.0,1872.1785046728971,41,37,0,268292
38.0,2,69306,15,9,0,2,4,4,0,7298.0,1872.1785046728971,40,37,0,69306
57.0,5,111224,9,12,0,6,1,2,1,7298.0,1872.1785046728971,39,37,0,111224
22.0,5,309348,15,9,4,0,1,4,0,7298.0,1872.1785046728971,15,37,0,309348
20.0,2,210781,15,9,4,0,3,4,0,7298.0,1872.1785046728971,35,37,0,210781
40.0,2,286750,1,6,5,6,1,2,1,7298.0,1872.1785046728971,36,37,0,286750
36.0,4,321274,9,12,2,4,0,4,1,7298.0,1872.1785046728971,50,37,0,321274
27.0,2,192936,11,8,0,0,4,4,0,7298.0,1872.1785046728971,40,37,0,192936
52.0,2,72743,11,8,3,0,1,4,0,7298.0,1872.1785046728971,50,37,0,72743
43.0,2,187861,11,8,5,13,4,4,0,7298.0,1872.1785046728971,44,37,0,187861
35.0,2,179579,11,8,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,179579
29.0,2,663394,11,8,2,4,0,2,1,7298.0,1872.1785046728971,40,37,0,430710
27.0,2,302422,15,9,4,6,3,4,1,7298.0,1872.1785046728971,40,37,0,302422
49.0,1,37353,12,13,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,37353
26.0,4,109609,15,9,5,2,1,4,1,7298.0,1872.1785046728971,30,37,0,109609
47.0,2,184402,11,8,0,7,1,4,1,7298.0,1872.1785046728971,32,37,0,184402
20.0,2,224640,15,9,4,0,3,4,0,7298.0,1872.1785046728971,40,37,0,224640
19.0,2,405526,11,8,4,5,3,4,1,7298.0,1872.1785046728971,40,37,0,405526
20.0,2,147884,11,8,4,0,3,4,0,7298.0,1872.1785046728971,40,37,0,147884
23.0,2,164231,1,6,5,9,3,4,1,7298.0,1872.1785046728971,35,37,0,164231
25.0,2,383306,9,12,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,383306
21.0,2,417668,11,8,4,5,3,4,1,7298.0,1872.1785046728971,36,37,0,417668
25.0,2,161007,11,8,4,6,3,4,1,7298.0,1872.1785046728971,40,37,0,161007
63.0,5,99823,15,9,2,10,0,4,1,7298.0,1872.1785046728971,32,37,0,99823
25.0,2,37379,9,12,4,12,1,4,0,7298.0,1872.1785046728971,50,37,0,37379
28.0,2,148645,11,8,4,6,3,4,0,7298.0,1872.1785046728971,40,37,0,148645
39.0,2,180477,12,13,4,9,1,4,1,7298.0,1872.1785046728971,60,37,1,180477
28.0,2,123147,15,9,4,12,1,4,0,4865.0,1872.1785046728971,40,37,0,123147
30.0,2,111415,9,12,2,3,0,4,1,7298.0,1872.1785046728971,45,37,1,111415
41.0,1,107327,8,10,0,9,4,4,0,7298.0,1872.1785046728971,40,37,0,107327
52.0,1,146565,7,11,0,7,1,4,0,4865.0,1872.1785046728971,30,37,0,146565
36.0,2,267556,11,8,2,2,0,4,1,4064.0,1872.1785046728971,40,37,0,267556
47.0,2,284871,9,12,2,3,0,4,1,7298.0,1887.0,40,37,1,284871
27.0,2,194690,6,4,4,7,3,4,1,7298.0,1872.1785046728971,50,24,0,194690
32.0,0,145983,15,9,2,12,5,4,0,7298.0,1872.1785046728971,40,37,0,145983
52.0,2,163998,11,8,2,11,0,4,1,7318.468838904694,1872.1785046728971,45,37,1,163998
50.0,2,128478,11,8,2,13,0,4,1,7298.0,1872.1785046728971,70,37,0,128478
21.0,2,250647,15,9,4,0,2,4,1,7298.0,1872.1785046728971,30,25,0,250647
60.0,2,226949,11,8,0,0,4,4,0,7298.0,1872.1785046728971,37,37,0,226949
47.0,2,157901,1,6,2,7,0,0,1,7298.0,1872.1785046728971,36,37,0,157901
54.0,4,33863,11,8,2,4,0,4,1,7298.0,1872.1785046728971,60,37,1,33863
32.0,1,40444,12,13,4,9,1,4,1,7298.0,1872.1785046728971,50,37,0,40444
61.0,2,54373,15,9,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,54373
29.0,4,104423,15,9,2,3,2,4,1,4386.0,1872.1785046728971,45,37,1,104423
36.0,1,305714,11,8,4,7,4,2,0,7298.0,1872.1785046728971,70,37,0,305714
38.0,1,167440,11,8,2,13,0,4,1,7298.0,1872.1785046728971,20,37,0,167440
59.0,2,291529,0,5,6,6,1,4,1,7298.0,1872.1785046728971,52,37,0,291529
43.0,2,243380,15,9,2,0,0,4,1,7298.0,1872.1785046728971,40,37,0,243380
19.0,2,38619,1,6,4,6,1,4,1,7298.0,1872.1785046728971,10,37,0,38619
42.0,2,230684,9,12,2,9,0,4,1,5013.0,1872.1785046728971,40,37,0,230684
33.0,2,132601,15,9,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,132601
47.0,2,193285,11,8,2,7,5,2,0,5013.0,1872.1785046728971,40,37,0,193285
51.0,2,279156,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,279156
28.0,2,339372,15,9,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,339372
61.0,2,101265,15,9,0,0,4,4,0,7298.0,1872.1785046728971,43,37,0,101265
23.0,2,117789,9,12,4,9,1,4,0,7298.0,1872.1785046728971,60,37,0,117789
31.0,2,312667,6,4,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,312667
38.0,4,255503,1,6,0,3,1,4,1,7298.0,1872.1785046728971,55,37,0,255503
21.0,2,221955,6,4,4,5,2,4,1,7298.0,1872.1785046728971,40,24,0,221955
22.0,2,139190,11,8,4,2,3,4,1,7298.0,1872.1785046728971,50,37,0,139190
35.0,2,185556,12,13,2,9,0,4,1,7298.0,1887.0,40,37,1,185556
53.0,0,84278,9,12,2,3,0,4,1,7298.0,1872.1785046728971,48,37,1,84278
40.0,2,114580,11,8,2,3,5,4,0,7298.0,1872.1785046728971,24,37,1,114580
36.0,2,185405,11,8,2,0,0,4,1,7298.0,1872.1785046728971,50,37,1,185405
33.0,4,199539,11,8,2,13,0,4,1,7298.0,1872.1785046728971,65,37,0,199539
23.0,2,346480,11,8,4,0,1,4,0,7298.0,1872.1785046728971,50,37,0,346480
51.0,1,349431,11,8,2,2,0,4,1,4386.0,1872.1785046728971,40,37,1,349431
31.0,2,219619,11,8,4,11,2,4,1,7298.0,1872.1785046728971,48,37,0,219619
28.0,1,127491,11,8,5,0,1,4,0,5721.0,1872.1785046728971,40,37,0,127491
26.0,4,253899,9,12,0,11,1,4,1,7298.0,1872.1785046728971,40,37,0,253899
32.0,2,155232,9,12,0,10,1,2,1,7298.0,1872.1785046728971,60,37,1,155232
43.0,2,182437,9,12,4,9,1,4,1,7298.0,1872.1785046728971,45,37,1,182437
19.0,2,530454,11,8,4,7,1,4,0,7298.0,1872.1785046728971,50,37,0,430710
46.0,2,101430,1,6,0,5,4,2,0,7298.0,1872.1785046728971,40,37,0,101430
49.0,1,358668,10,15,2,9,0,4,1,7298.0,1872.1785046728971,45,37,1,358668
31.0,2,90668,0,5,4,7,1,4,0,7298.0,1872.1785046728971,40,37,0,90668
45.0,2,126141,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,126141
